Term,NoEmp,CreateJob,RetainedJob,FranchiseCode,DisbursementGross,RealEstate,Portion,Recession,Default,bad_flag,RevLineCr,var,estimate,__levelN,_b0,linpred,rc,pd_hat
84,8,1,1,0,112742,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,1,2,0,60328,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,2,0,2,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
54,3,0,0,0,24645,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
67,1,0,1,0,94060,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,1,2,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,2,5,0,173485,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
87,1,0,1,0,14820,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
34,2,0,0,0,91567,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
44,3,0,3,0,35000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
87,4,0,4,0,175000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
16,3,0,3,0,50000,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
61,6,1,6,0,79051,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
55,8,0,0,0,71000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,2,0,0,35000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,3,0,3,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,1,25,0,0,833000,0,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
52,40,0,40,0,79442,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,1,1,1,0,44500,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
39,25,0,25,0,108327,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,12,0,12,0,25300,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
66,20,50,20,0,50000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,2,2,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,0,0,0,75000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
33,2,50,2,0,218000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
88,20,18,2,0,316000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,14,6,0,1,1731000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
90,21,20,21,0,250000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,13,0,0,0,1000000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,2,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,1,1,0,10200,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,6,0,6,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,0,4,0,122724,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
15,4,0,4,0,75000,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,2,0,2,0,16500,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,1,6,0,100000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
41,4,1,5,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,10,0,10,0,349000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
108,2,3,5,1,241000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
0,4,0,0,0,20000,0,0.8,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,2,3,0,1000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
49,17,0,0,0,100000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,3,1,3,0,15000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,13,0,0,0,50000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,101305,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,7,0,0,0,50000,0,0.8,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,271932,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
0,1,1,1,0,84822,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,18,2,18,0,59000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,5,0,5,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,3,1,4,0,47954,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,8,6,0,0,179000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,7,7,7,0,60600,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,5,0,5000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,2,4,0,87512,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
121,32,0,32,0,750000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
45,2,0,2,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,10,0,10,0,70000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,9,2,9,0,100000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
62,2,20,22,0,306200,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
50,1,0,1,0,62125,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,3,0,3,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,20,20,40,0,20000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
23,1,0,1,0,111155,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,1,10,0,0,239000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,4,1,4,0,35000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,42,10,0,0,345000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
69,10,0,0,0,550000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
55,10,10,0,0,61860,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
41,1,2,1,0,15000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
39,20,0,20,0,82381,0,0.4545454545,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
7,7,0,7,1,27000,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,35504,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,0,2,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,6,0,2,0,75000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
108,1,18,1,0,100000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,2,1,0,5000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
46,1,1,1,0,126398,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,3,1,3,0,34000,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,0,2,0,317223,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
32,1,0,1,0,124000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,4,3,1,0,150000,0,0.9,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,12,2,6,1,1153000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,4,0,0,0,65000,0,0.8,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,16,0,16,0,30000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
40,7,0,7,0,362857,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
48,3,0,3,0,100000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
65,5,12,5,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
108,10,2,10,0,350000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,20,0,1,890000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
86,11,0,0,0,95000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,73,18,0,0,581000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
39,14,1,14,0,150000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
64,3,7,3,0,600000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
213,2,1,2,0,13350,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
9,12,3,15,0,45000,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,80,0,0,0,323000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,12,6,12,0,35000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
57,8,0,8,0,149143,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,158829,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
42,1,0,1,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,2,2,0,89515,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,3,2,3,0,10000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,2,10,0,130768,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
264,2,2,2,0,185800,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
65,7,0,7,0,52000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
66,3,1,4,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
34,1,0,1,0,33007,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,0,0,0,163485,0,0.7499954124,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
53,5,0,5,0,152350,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
29,3,10,3,0,157536,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,6,0,6,1,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
7,10,2,10,0,75586,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
53,28,5,33,0,75000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,2,0,2,0,800000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
50,3,8,11,1,49692,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
50,4,8,8,0,49226,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,13,0,0,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,0,8,0,37500,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
265,8,0,0,1,703000,1,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
32,3,0,3,0,94662,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,25,4,0,270000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,11,0,0,0,143856,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
56,7,4,7,0,49658,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
69,4,3,4,0,50000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,2,2,0,42000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,19,6,19,0,942000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,12,0,12,0,180000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,2,0,32866,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,94,5,94,0,1135000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,7,0,0,0,190000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,70,10,70,0,1000000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,1,4,0,35000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
69,8,0,8,0,136873,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
43,20,0,20,0,350000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,0,3,0,36400,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,2,0,0,0,60000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,10,0,10,0,828108,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,6,4,6,0,66867,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
104,39,0,0,0,400000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,3,0,3,0,64000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,2,0,20000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
46,15,0,15,0,100000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
219,1,1,1,0,168719,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
32,3,0,3,0,14066,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,4,4,0,20000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
66,5,0,5,0,5000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,5,0,5,0,10000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,0,4,0,191704,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,15,1,14,1,1000000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,13,1,14,0,20000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
73,4,9,0,0,10000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
74,1,3,3,0,38935,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,6,0,6,0,75000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
67,45,0,45,0,126257,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
55,1,0,0,0,41675,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,13,0,13,0,100000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
264,1,40,0,0,1888000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,4,4,4,1,42499,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
50,7,10,7,0,186978,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
32,3,0,3,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,15,8,15,0,937000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,3,6,3,0,30000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,20,0,20,0,83830,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,70,15,70,0,107415,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
71,1,2,1,0,54086,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
29,4,0,4,0,100000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
27,8,0,8,0,220796,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
19,3,0,3,0,60000,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
52,6,3,9,0,10234,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,25,25,25,0,50001,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,11,0,11,0,57177,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,1,0,1,0,24990,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
87,45,0,0,0,150000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,25,25,0,1,274100,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
66,10,3,13,0,85556,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
55,11,1,11,0,38700,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
67,1,0,1,0,20000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
55,30,0,30,0,254216,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,2,6,0,60000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
30,10,2,10,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,0,0,40000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,10,3,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
87,1,3,0,0,200000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,2,0,2,1,1150000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
90,111,30,81,0,2000000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
21,9,0,9,0,28116,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,1,2,0,66679,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
26,4,0,4,0,42542,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,35000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
68,3,0,3,0,57300,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
20,10,0,10,0,69607,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,0,5,0,25400,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,13,10,0,0,317000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,12,2,5,0,64476,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,85,0,85,0,160000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
73,30,0,30,0,15000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,43,0,43,0,1317200,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,2,0,0,48000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,5,0,0,0,60000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,2,3,0,45600,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,3,0,0,0,10000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
75,8,0,8,0,35000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,8,1,8,0,17500,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
303,18,0,18,0,477000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
36,1,0,1,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,18,0,18,0,65000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,15150,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
11,14,0,14,0,75000,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,5,0,65564,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,0,2,0,86273,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,4,0,4,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,15,0,0,560000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
34,0,21,21,0,299100,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,150000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,60,40,0,0,3599000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,6,0,6,0,30407,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,64,0,64,0,175000,0,0.75,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
